name,type,maxLevel,league,tier,level,partsForUpgrade,softForUpgrade,timeForUpgrade,allPartOnLevel,bonusHealth,bonusStrength,bonusDefense,bonusPenetration,passive
,,,,,23,100,10000,0,773,,,52,155,
,,,,,24,110,11000,0,883,,,54,162,
,,,,,25,120,12000,0,1003,,,56,169,
,,,,,26,130,13000,0,1133,,,59,176,
,,,,,27,140,14000,0,1273,,,61,182,
,,,,,28,150,15000,0,1423,,,63,189,
,,,,,29,160,16000,0,1583,,,65,196,
,,,,,30,175,17500,0,1758,,,68,203,
,,,,,31,200,20000,0,1958,,,70,209,
,,,,,32,225,22500,0,2183,,,72,216,
,,,,,33,250,25000,0,2433,,,74,223,
,,,,,34,275,27500,0,2708,,,77,230,
,,,,,35,300,30000,0,3008,,,79,236,
,,,,,36,325,32500,0,3333,,,81,243,
,,,,,37,350,35000,0,3683,,,83,250,
,,,,,38,375,37500,0,4058,,,86,257,
,,,,,39,400,40000,0,4458,,,88,263,
,,,,,40,450,45000,0,4908,,,90,270,
"Перчатки 1, тир 2",GLOVES,30,3,2,1,,,,,,,,107,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,2,1,2500,0,1,,,,117,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,3,2,3000,0,3,,,,127,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,4,4,3500,0,7,,,,137,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,5,6,4000,0,13,,,,146,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,6,8,4500,0,21,,,,156,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,7,10,5000,0,31,,,,166,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,8,12,5500,0,43,,,,176,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,9,14,6000,0,57,,,,185,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,10,16,7000,0,73,,,,195,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,11,20,8000,0,93,,,,205,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,12,25,9000,0,118,,,,215,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,13,30,10000,0,148,,,,224,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,14,35,11000,0,183,,,,234,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,15,40,12000,0,223,,,,244,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,16,45,13000,0,268,,,,254,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,17,50,14000,0,318,,,,263,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,18,55,15000,0,373,,,,273,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,19,60,16000,0,433,,,,283,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,20,70,17500,0,503,,,,293,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,21,80,20000,0,583,,,,302,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,22,90,22500,0,673,,,,312,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,23,100,25000,0,773,,,,322,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,24,110,27500,0,883,,,,332,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,25,120,30000,0,1003,,,,341,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,26,130,32500,0,1133,,,,351,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,27,140,35000,0,1273,,,,361,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,28,150,37500,0,1423,,,,371,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,29,160,40000,0,1583,,,,380,Урон по цели со здоровьем меньше Х% повышается на Y%
,,,,,30,175,45000,0,1758,,,,390,Урон по цели со здоровьем меньше Х% повышается на Y%
"Перчатки 2, тир 2",GLOVES,30,4,2,1,,,,,,27,,80,+X% вампирик
,,,,,2,1,2500,0,1,,29,,88,+X% вампирик
,,,,,3,2,3000,0,3,,32,,95,+X% вампирик
,,,,,4,4,3500,0,7,,34,,102,+X% вампирик
,,,,,5,6,4000,0,13,,37,,110,+X% вампирик
,,,,,6,8,4500,0,21,,39,,117,+X% вампирик
,,,,,7,10,5000,0,31,,41,,124,+X% вампирик
,,,,,8,12,5500,0,43,,44,,132,+X% вампирик
,,,,,9,14,6000,0,57,,46,,139,+X% вампирик
,,,,,10,16,7000,0,73,,49,,146,+X% вампирик
,,,,,11,20,8000,0,93,,51,,154,+X% вампирик
,,,,,12,25,9000,0,118,,54,,161,+X% вампирик
,,,,,13,30,10000,0,148,,56,,168,+X% вампирик
,,,,,14,35,11000,0,183,,59,,176,+X% вампирик
,,,,,15,40,12000,0,223,,61,,183,+X% вампирик
,,,,,16,45,13000,0,268,,63,,190,+X% вампирик
,,,,,17,50,14000,0,318,,66,,197,+X% вампирик
,,,,,18,55,15000,0,373,,68,,205,+X% вампирик
,,,,,19,60,16000,0,433,,71,,212,+X% вампирик
,,,,,20,70,17500,0,503,,73,,219,+X% вампирик
,,,,,21,80,20000,0,583,,76,,227,+X% вампирик
,,,,,22,90,22500,0,673,,78,,234,+X% вампирик
,,,,,23,100,25000,0,773,,80,,241,+X% вампирик
,,,,,24,110,27500,0,883,,83,,249,+X% вампирик
,,,,,25,120,30000,0,1003,,85,,256,+X% вампирик
,,,,,26,130,32500,0,1133,,88,,263,+X% вампирик
,,,,,27,140,35000,0,1273,,90,,271,+X% вампирик
,,,,,28,150,37500,0,1423,,93,,278,+X% вампирик
,,,,,29,160,40000,0,1583,,95,,285,+X% вампирик
,,,,,30,175,45000,0,1758,,98,,293,+X% вампирик
"Перчатки 3, тир 2",GLOVES,30,5,2,1,,,,,,,27,80,-Х% КДР
,,,,,2,1,2500,0,1,,,29,88,-Х% КДР
,,,,,3,2,3000,0,3,,,32,95,-Х% КДР
,,,,,4,4,3500,0,7,,,34,102,-Х% КДР
,,,,,5,6,4000,0,13,,,37,110,-Х% КДР
,,,,,6,8,4500,0,21,,,39,117,-Х% КДР
,,,,,7,10,5000,0,31,,,41,124,-Х% КДР
,,,,,8,12,5500,0,43,,,44,132,-Х% КДР
,,,,,9,14,6000,0,57,,,46,139,-Х% КДР
,,,,,10,16,7000,0,73,,,49,146,-Х% КДР
,,,,,11,20,8000,0,93,,,51,154,-Х% КДР
,,,,,12,25,9000,0,118,,,54,161,-Х% КДР
,,,,,13,30,10000,0,148,,,56,168,-Х% КДР
,,,,,14,35,11000,0,183,,,59,176,-Х% КДР
,,,,,15,40,12000,0,223,,,61,183,-Х% КДР
,,,,,16,45,13000,0,268,,,63,190,-Х% КДР
,,,,,17,50,14000,0,318,,,66,197,-Х% КДР
,,,,,18,55,15000,0,373,,,68,205,-Х% КДР
,,,,,19,60,16000,0,433,,,71,212,-Х% КДР
,,,,,20,70,17500,0,503,,,73,219,-Х% КДР
,,,,,21,80,20000,0,583,,,76,227,-Х% КДР
,,,,,22,90,22500,0,673,,,78,234,-Х% КДР
,,,,,23,100,25000,0,773,,,80,241,-Х% КДР
,,,,,24,110,27500,0,883,,,83,249,-Х% КДР
,,,,,25,120,30000,0,1003,,,85,256,-Х% КДР
,,,,,26,130,32500,0,1133,,,88,263,-Х% КДР
,,,,,27,140,35000,0,1273,,,90,271,-Х% КДР
,,,,,28,150,37500,0,1423,,,93,278,-Х% КДР
,,,,,29,160,40000,0,1583,,,95,285,-Х% КДР
,,,,,30,175,45000,0,1758,,,98,293,-Х% КДР
"Перчатки 1, тир 3",GLOVES,20,4,3,1,,,,,,55,,165,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,2,1,9000,0,1,,58,,173,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,3,2,10000,0,3,,60,,181,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,4,4,11000,0,7,,63,,189,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,5,6,12000,0,13,,66,,197,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,6,8,13000,0,21,,68,,205,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,7,10,14000,0,31,,71,,213,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,8,12,15000,0,43,,74,,221,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,9,14,16000,0,57,,76,,228,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,10,16,17500,0,73,,79,,236,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,11,20,20000,0,93,,81,,244,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,12,25,22500,0,118,,84,,252,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,13,30,25000,0,148,,87,,260,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,14,35,27500,0,183,,89,,268,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,15,40,30000,0,223,,92,,276,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,16,45,32500,0,268,,95,,284,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,17,50,35000,0,318,,97,,291,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,18,55,37500,0,373,,100,,299,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,19,60,40000,0,433,,102,,307,Базовые атаки накладывают замедление в размере Х% на Y секунд
,,,,,20,70,45000,0,503,,105,,315,Базовые атаки накладывают замедление в размере Х% на Y секунд
"Перчатки 2, тир 3",GLOVES,20,5,3,1,,,,,,,55,165,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,2,1,9000,0,1,,,58,173,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,3,2,10000,0,3,,,60,181,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,4,4,11000,0,7,,,63,189,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,5,6,12000,0,13,,,66,197,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,6,8,13000,0,21,,,68,205,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,7,10,14000,0,31,,,71,213,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,8,12,15000,0,43,,,74,221,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,9,14,16000,0,57,,,76,228,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,10,16,17500,0,73,,,79,236,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,11,20,20000,0,93,,,81,244,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,12,25,22500,0,118,,,84,252,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,13,30,25000,0,148,,,87,260,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,14,35,27500,0,183,,,89,268,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,15,40,30000,0,223,,,92,276,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,16,45,32500,0,268,,,95,284,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,17,50,35000,0,318,,,97,291,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,18,55,37500,0,373,,,100,299,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,19,60,40000,0,433,,,102,307,При падении здоровья до Х% от максимума повышает Силу на Y%
,,,,,20,70,45000,0,503,,,105,315,При падении здоровья до Х% от максимума повышает Силу на Y%
"Перчатки 1, тир 4",GLOVES,10,6,4,1,,,,,,70,70,209,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,2,1,22500,0,1,,72,72,216,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,3,2,25000,0,3,,74,74,223,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,4,4,27500,0,7,,77,77,230,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,5,6,30000,0,13,,79,79,236,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,6,8,32500,0,21,,81,81,243,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,7,10,35000,0,31,,83,83,250,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,8,12,37500,0,43,,86,86,257,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,9,14,40000,0,57,,88,88,263,Повышает шанс крита на Х% и крит мультиплаер до 250%
,,,,,10,16,45000,0,73,,90,90,270,Повышает шанс крита на Х% и крит мультиплаер до 250%
"Ботинки 1, тир 1",BOOTS,40,3,1,1,,,,,,,9,,
,,,,,2,1,100,0,1,,,18,,
,,,,,3,2,200,0,3,,,27,,
,,,,,4,4,400,0,7,,,36,,
,,,,,5,6,600,0,13,,,45,,
,,,,,6,8,800,0,21,,,54,,
,,,,,7,10,1000,0,31,,,63,,
,,,,,8,12,1200,0,43,,,72,,
,,,,,9,14,1400,0,57,,,81,,
,,,,,10,16,1600,0,73,,,90,,
,,,,,11,20,2000,0,93,,,99,,
,,,,,12,25,2500,0,118,,,108,,
,,,,,13,30,3000,0,148,,,117,,
,,,,,14,35,3500,0,183,,,126,,
,,,,,15,40,4000,0,223,,,135,,
,,,,,16,45,4500,0,268,,,144,,
,,,,,17,50,5000,0,318,,,153,,
,,,,,18,55,5500,0,373,,,162,,
,,,,,19,60,6000,0,433,,,171,,
,,,,,20,70,7000,0,503,,,180,,
,,,,,21,80,8000,0,583,,,189,,
,,,,,22,90,9000,0,673,,,198,,
,,,,,23,100,10000,0,773,,,207,,
,,,,,24,110,11000,0,883,,,216,,
,,,,,25,120,12000,0,1003,,,225,,
,,,,,26,130,13000,0,1133,,,234,,
,,,,,27,140,14000,0,1273,,,243,,
,,,,,28,150,15000,0,1423,,,252,,
,,,,,29,160,16000,0,1583,,,261,,
,,,,,30,175,17500,0,1758,,,270,,
,,,,,31,200,20000,0,1958,,,279,,
,,,,,32,225,22500,0,2183,,,288,,
,,,,,33,250,25000,0,2433,,,297,,
,,,,,34,275,27500,0,2708,,,306,,
,,,,,35,300,30000,0,3008,,,315,,
,,,,,36,325,32500,0,3333,,,324,,
,,,,,37,350,35000,0,3683,,,333,,
,,,,,38,375,37500,0,4058,,,342,,
,,,,,39,400,40000,0,4458,,,351,,
,,,,,40,450,45000,0,4908,,,360,,
"Ботинки 2, тир 1",BOOTS,40,3,1,1,,,,,4,,7,,
,,,,,2,1,100,0,1,8,,14,,
,,,,,3,2,200,0,3,11,,20,,
,,,,,4,4,400,0,7,15,,27,,
,,,,,5,6,600,0,13,19,,34,,
,,,,,6,8,800,0,21,23,,41,,
,,,,,7,10,1000,0,31,26,,47,,
,,,,,8,12,1200,0,43,30,,54,,
,,,,,9,14,1400,0,57,34,,61,,
,,,,,10,16,1600,0,73,38,,68,,
,,,,,11,20,2000,0,93,41,,74,,
,,,,,12,25,2500,0,118,45,,81,,
,,,,,13,30,3000,0,148,49,,88,,
,,,,,14,35,3500,0,183,53,,95,,
,,,,,15,40,4000,0,223,56,,101,,
,,,,,16,45,4500,0,268,60,,108,,
,,,,,17,50,5000,0,318,64,,115,,
,,,,,18,55,5500,0,373,68,,122,,
,,,,,19,60,6000,0,433,71,,128,,
,,,,,20,70,7000,0,503,75,,135,,
,,,,,21,80,8000,0,583,79,,142,,
,,,,,22,90,9000,0,673,83,,149,,
,,,,,23,100,10000,0,773,86,,155,,
,,,,,24,110,11000,0,883,90,,162,,
,,,,,25,120,12000,0,1003,94,,169,,
,,,,,26,130,13000,0,1133,98,,176,,
,,,,,27,140,14000,0,1273,101,,182,,
,,,,,28,150,15000,0,1423,105,,189,,
,,,,,29,160,16000,0,1583,109,,196,,
,,,,,30,175,17500,0,1758,113,,203,,
,,,,,31,200,20000,0,1958,116,,209,,
,,,,,32,225,22500,0,2183,120,,216,,
,,,,,33,250,25000,0,2433,124,,223,,
,,,,,34,275,27500,0,2708,128,,230,,
,,,,,35,300,30000,0,3008,131,,236,,
,,,,,36,325,32500,0,3333,135,,243,,
,,,,,37,350,35000,0,3683,139,,250,,
,,,,,38,375,37500,0,4058,143,,257,,
,,,,,39,400,40000,0,4458,146,,263,,
,,,,,40,450,45000,0,4908,150,,270,,
"Ботинки 3, тир 1",BOOTS,40,3,1,1,,,,,,,7,2,
,,,,,2,1,100,0,1,,,14,5,
,,,,,3,2,200,0,3,,,20,7,
,,,,,4,4,400,0,7,,,27,9,
,,,,,5,6,600,0,13,,,34,11,
,,,,,6,8,800,0,21,,,41,14,
,,,,,7,10,1000,0,31,,,47,16,
,,,,,8,12,1200,0,43,,,54,18,
,,,,,9,14,1400,0,57,,,61,20,
,,,,,10,16,1600,0,73,,,68,23,
,,,,,11,20,2000,0,93,,,74,25,
,,,,,12,25,2500,0,118,,,81,27,
,,,,,13,30,3000,0,148,,,88,29,
,,,,,14,35,3500,0,183,,,95,32,
,,,,,15,40,4000,0,223,,,101,34,
,,,,,16,45,4500,0,268,,,108,36,
,,,,,17,50,5000,0,318,,,115,38,
,,,,,18,55,5500,0,373,,,122,41,
,,,,,19,60,6000,0,433,,,128,43,
,,,,,20,70,7000,0,503,,,135,45,
,,,,,21,80,8000,0,583,,,142,47,
,,,,,22,90,9000,0,673,,,149,50,
,,,,,23,100,10000,0,773,,,155,52,
,,,,,24,110,11000,0,883,,,162,54,
,,,,,25,120,12000,0,1003,,,169,56,
,,,,,26,130,13000,0,1133,,,176,59,
,,,,,27,140,14000,0,1273,,,182,61,
,,,,,28,150,15000,0,1423,,,189,63,
,,,,,29,160,16000,0,1583,,,196,65,
,,,,,30,175,17500,0,1758,,,203,68,
,,,,,31,200,20000,0,1958,,,209,70,
,,,,,32,225,22500,0,2183,,,216,72,
,,,,,33,250,25000,0,2433,,,223,74,
,,,,,34,275,27500,0,2708,,,230,77,
,,,,,35,300,30000,0,3008,,,236,79,
,,,,,36,325,32500,0,3333,,,243,81,
,,,,,37,350,35000,0,3683,,,250,83,
,,,,,38,375,37500,0,4058,,,257,86,
,,,,,39,400,40000,0,4458,,,263,88,
,,,,,40,450,45000,0,4908,,,270,90,
"Ботинки 1, тир 2",BOOTS,30,3,2,1,,,,,,,107,,-Х% КДР
,,,,,2,1,2500,0,1,,,117,,-Х% КДР
,,,,,3,2,3000,0,3,,,127,,-Х% КДР
,,,,,4,4,3500,0,7,,,137,,-Х% КДР
,,,,,5,6,4000,0,13,,,146,,-Х% КДР
,,,,,6,8,4500,0,21,,,156,,-Х% КДР
,,,,,7,10,5000,0,31,,,166,,-Х% КДР
,,,,,8,12,5500,0,43,,,176,,-Х% КДР
,,,,,9,14,6000,0,57,,,185,,-Х% КДР
,,,,,10,16,7000,0,73,,,195,,-Х% КДР
,,,,,11,20,8000,0,93,,,205,,-Х% КДР
,,,,,12,25,9000,0,118,,,215,,-Х% КДР
,,,,,13,30,10000,0,148,,,224,,-Х% КДР
,,,,,14,35,11000,0,183,,,234,,-Х% КДР
,,,,,15,40,12000,0,223,,,244,,-Х% КДР
,,,,,16,45,13000,0,268,,,254,,-Х% КДР
,,,,,17,50,14000,0,318,,,263,,-Х% КДР
,,,,,18,55,15000,0,373,,,273,,-Х% КДР
,,,,,19,60,16000,0,433,,,283,,-Х% КДР
,,,,,20,70,17500,0,503,,,293,,-Х% КДР
,,,,,21,80,20000,0,583,,,302,,-Х% КДР
,,,,,22,90,22500,0,673,,,312,,-Х% КДР
,,,,,23,100,25000,0,773,,,322,,-Х% КДР
,,,,,24,110,27500,0,883,,,332,,-Х% КДР
,,,,,25,120,30000,0,1003,,,341,,-Х% КДР
,,,,,26,130,32500,0,1133,,,351,,-Х% КДР
,,,,,27,140,35000,0,1273,,,361,,-Х% КДР
,,,,,28,150,37500,0,1423,,,371,,-Х% КДР
,,,,,29,160,40000,0,1583,,,380,,-Х% КДР
,,,,,30,175,45000,0,1758,,,390,,-Х% КДР
"Ботинки 2, тир 2",BOOTS,30,4,2,1,,,,,45,,80,,Снижает эффективность замедлений на Х%
,,,,,2,1,2500,0,1,49,,88,,Снижает эффективность замедлений на Х%
,,,,,3,2,3000,0,3,53,,95,,Снижает эффективность замедлений на Х%
,,,,,4,4,3500,0,7,57,,102,,Снижает эффективность замедлений на Х%
,,,,,5,6,4000,0,13,61,,110,,Снижает эффективность замедлений на Х%
,,,,,6,8,4500,0,21,65,,117,,Снижает эффективность замедлений на Х%
,,,,,7,10,5000,0,31,69,,124,,Снижает эффективность замедлений на Х%
,,,,,8,12,5500,0,43,73,,132,,Снижает эффективность замедлений на Х%
,,,,,9,14,6000,0,57,77,,139,,Снижает эффективность замедлений на Х%
,,,,,10,16,7000,0,73,81,,146,,Снижает эффективность замедлений на Х%
,,,,,11,20,8000,0,93,85,,154,,Снижает эффективность замедлений на Х%
,,,,,12,25,9000,0,118,89,,161,,Снижает эффективность замедлений на Х%
,,,,,13,30,10000,0,148,93,,168,,Снижает эффективность замедлений на Х%
,,,,,14,35,11000,0,183,98,,176,,Снижает эффективность замедлений на Х%
,,,,,15,40,12000,0,223,102,,183,,Снижает эффективность замедлений на Х%
,,,,,16,45,13000,0,268,106,,190,,Снижает эффективность замедлений на Х%
,,,,,17,50,14000,0,318,110,,197,,Снижает эффективность замедлений на Х%
,,,,,18,55,15000,0,373,114,,205,,Снижает эффективность замедлений на Х%
,,,,,19,60,16000,0,433,118,,212,,Снижает эффективность замедлений на Х%
,,,,,20,70,17500,0,503,122,,219,,Снижает эффективность замедлений на Х%
,,,,,21,80,20000,0,583,126,,227,,Снижает эффективность замедлений на Х%
,,,,,22,90,22500,0,673,130,,234,,Снижает эффективность замедлений на Х%
,,,,,23,100,25000,0,773,134,,241,,Снижает эффективность замедлений на Х%
,,,,,24,110,27500,0,883,138,,249,,Снижает эффективность замедлений на Х%
,,,,,25,120,30000,0,1003,142,,256,,Снижает эффективность замедлений на Х%
,,,,,26,130,32500,0,1133,146,,263,,Снижает эффективность замедлений на Х%
,,,,,27,140,35000,0,1273,150,,271,,Снижает эффективность замедлений на Х%
,,,,,28,150,37500,0,1423,154,,278,,Снижает эффективность замедлений на Х%
,,,,,29,160,40000,0,1583,158,,285,,Снижает эффективность замедлений на Х%
,,,,,30,175,45000,0,1758,163,,293,,Снижает эффективность замедлений на Х%
"Ботинки 3, тир 2",BOOTS,30,5,2,1,,,,,,,80,27,+X% мувспид
,,,,,2,1,2500,0,1,,,88,29,+X% мувспид
,,,,,3,2,3000,0,3,,,95,32,+X% мувспид
,,,,,4,4,3500,0,7,,,102,34,+X% мувспид
,,,,,5,6,4000,0,13,,,110,37,+X% мувспид
,,,,,6,8,4500,0,21,,,117,39,+X% мувспид
,,,,,7,10,5000,0,31,,,124,41,+X% мувспид
,,,,,8,12,5500,0,43,,,132,44,+X% мувспид
,,,,,9,14,6000,0,57,,,139,46,+X% мувспид
,,,,,10,16,7000,0,73,,,146,49,+X% мувспид
,,,,,11,20,8000,0,93,,,154,51,+X% мувспид
,,,,,12,25,9000,0,118,,,161,54,+X% мувспид
,,,,,13,30,10000,0,148,,,168,56,+X% мувспид
,,,,,14,35,11000,0,183,,,176,59,+X% мувспид
,,,,,15,40,12000,0,223,,,183,61,+X% мувспид
,,,,,16,45,13000,0,268,,,190,63,+X% мувспид
,,,,,17,50,14000,0,318,,,197,66,+X% мувспид
,,,,,18,55,15000,0,373,,,205,68,+X% мувспид
,,,,,19,60,16000,0,433,,,212,71,+X% мувспид
,,,,,20,70,17500,0,503,,,219,73,+X% мувспид
,,,,,21,80,20000,0,583,,,227,76,+X% мувспид
,,,,,22,90,22500,0,673,,,234,78,+X% мувспид
,,,,,23,100,25000,0,773,,,241,80,+X% мувспид
,,,,,24,110,27500,0,883,,,249,83,+X% мувспид
,,,,,25,120,30000,0,1003,,,256,85,+X% мувспид
,,,,,26,130,32500,0,1133,,,263,88,+X% мувспид
,,,,,27,140,35000,0,1273,,,271,90,+X% мувспид
,,,,,28,150,37500,0,1423,,,278,93,+X% мувспид
,,,,,29,160,40000,0,1583,,,285,95,+X% мувспид
,,,,,30,175,45000,0,1758,,,293,98,+X% мувспид
"Ботинки 1, тир 3",BOOTS,20,4,3,1,,,,,92,,165,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,2,1,9000,0,1,96,,173,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,3,2,10000,0,3,101,,181,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,4,4,11000,0,7,105,,189,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,5,6,12000,0,13,109,,197,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,6,8,13000,0,21,114,,205,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,7,10,14000,0,31,118,,213,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,8,12,15000,0,43,123,,221,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,9,14,16000,0,57,127,,228,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,10,16,17500,0,73,131,,236,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,11,20,20000,0,93,136,,244,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,12,25,22500,0,118,140,,252,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,13,30,25000,0,148,144,,260,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,14,35,27500,0,183,149,,268,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,15,40,30000,0,223,153,,276,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,16,45,32500,0,268,158,,284,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,17,50,35000,0,318,162,,291,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,18,55,37500,0,373,166,,299,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,19,60,40000,0,433,171,,307,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
,,,,,20,70,45000,0,503,175,,315,,Получение урона от скилла повышает мусвпид на Х% на 1 секунду
"Ботинки 2, тир 3",BOOTS,20,5,3,1,,,,,,,165,55,"+X% мувспид, если здоровье ниже Y%"
,,,,,2,1,9000,0,1,,,173,58,"+X% мувспид, если здоровье ниже Y%"
,,,,,3,2,10000,0,3,,,181,60,"+X% мувспид, если здоровье ниже Y%"
,,,,,4,4,11000,0,7,,,189,63,"+X% мувспид, если здоровье ниже Y%"
,,,,,5,6,12000,0,13,,,197,66,"+X% мувспид, если здоровье ниже Y%"
,,,,,6,8,13000,0,21,,,205,68,"+X% мувспид, если здоровье ниже Y%"
,,,,,7,10,14000,0,31,,,213,71,"+X% мувспид, если здоровье ниже Y%"
,,,,,8,12,15000,0,43,,,221,74,"+X% мувспид, если здоровье ниже Y%"
,,,,,9,14,16000,0,57,,,228,76,"+X% мувспид, если здоровье ниже Y%"
,,,,,10,16,17500,0,73,,,236,79,"+X% мувспид, если здоровье ниже Y%"
,,,,,11,20,20000,0,93,,,244,81,"+X% мувспид, если здоровье ниже Y%"
,,,,,12,25,22500,0,118,,,252,84,"+X% мувспид, если здоровье ниже Y%"
,,,,,13,30,25000,0,148,,,260,87,"+X% мувспид, если здоровье ниже Y%"
,,,,,14,35,27500,0,183,,,268,89,"+X% мувспид, если здоровье ниже Y%"
,,,,,15,40,30000,0,223,,,276,92,"+X% мувспид, если здоровье ниже Y%"
,,,,,16,45,32500,0,268,,,284,95,"+X% мувспид, если здоровье ниже Y%"
,,,,,17,50,35000,0,318,,,291,97,"+X% мувспид, если здоровье ниже Y%"
,,,,,18,55,37500,0,373,,,299,100,"+X% мувспид, если здоровье ниже Y%"
,,,,,19,60,40000,0,433,,,307,102,"+X% мувспид, если здоровье ниже Y%"
